company_short,company,ticker,cik,accession,filing_date,period_end,fiscal_year,ai_centrality,ai_stack_role,ai_infra_subsplit,sic,sic_description,revenue_usd,revenue_tag,assets_usd,n_ai_sentences,n_other_sentences,ai_tone,other_tone,within_doc_distance,tone_flag,item1a_words,n_subsections,n_ai_subsections,ai_subsection_words,ai_word_share_subsection,ai_sentence_words,ai_word_share_sentences,ai_pos_first,ai_pos_first_norm,ai_pos_mean_norm,ai_pos_spread_norm,ai_content_concentrated,position_flag,ai_match_terms,ai_match_automat_only,specificity_numeric_per_100w,item1a_specificity_numeric_per_100w,yoy_tfidf_cosine,yoy_shingle_jaccard,yoy_prior_year,heading_method,n_headings_found,item1a_words_raw,page_noise_words_removed,url
Broadcom,Broadcom Inc.,AVGO,1730168,0001730168-21-000153,2021-12-17,2021-10-31,2021,,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,27450000000,RevenueFromContractWithCustomerExcludingAssessedTax,75570000000,1,481,-0.8484,-0.3969,-0.4515,LOW_SENTENCE_COUNT,15802,101,1,332,0.02101,35,0.00221,72,0.7129,0.7129,0.0,yes,,artificial intelligence,,0.0,0.861,0.9795,0.8825,2020,html_emphasis,101,15877,75,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/avgo-20211031.htm
Broadcom,Broadcom Inc.,AVGO,1730168,0001730168-22-000118,2022-12-16,2022-10-30,2022,,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,33203000000,RevenueFromContractWithCustomerExcludingAssessedTax,73249000000,1,489,-0.8484,-0.3946,-0.4538,LOW_SENTENCE_COUNT,16411,105,1,332,0.02023,35,0.00213,76,0.7238,0.7238,0.0,yes,,artificial intelligence,,0.0,0.92,1.0,1.0,2021,html_emphasis,105,16486,75,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/avgo-20221030.htm
Broadcom,Broadcom Inc.,AVGO,1730168,0001730168-23-000096,2023-12-14,2023-10-29,2023,,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,35819000000,RevenueFromContractWithCustomerExcludingAssessedTax,72861000000,1,512,-0.8484,-0.3888,-0.4596,LOW_SENTENCE_COUNT,17200,114,1,329,0.01913,35,0.00203,79,0.693,0.693,0.0,yes,,artificial intelligence,,0.0,1.012,0.9932,0.9551,2022,html_emphasis,114,17280,80,https://www.sec.gov/Archives/edgar/data/1730168/000173016823000096/avgo-20231029.htm
Broadcom,Broadcom Inc.,AVGO,1730168,0001730168-24-000139,2024-12-20,2024-11-03,2024,,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,51574000000,RevenueFromContractWithCustomerExcludingAssessedTax,165645000000,12,409,-0.4559,-0.3718,-0.0842,,14034,80,7,2761,0.19674,449,0.03199,33,0.4125,0.5786,0.5,no,,ai|automation,,0.0,0.834,0.7251,0.1022,2023,html_emphasis,80,14105,71,https://www.sec.gov/Archives/edgar/data/1730168/000173016824000139/avgo-20241103.htm
Broadcom,Broadcom Inc.,AVGO,1730168,0001730168-25-000121,2025-12-18,2025-11-02,2025,,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,63887000000,RevenueFromContractWithCustomerExcludingAssessedTax,171092000000,19,396,-0.5563,-0.3775,-0.1788,,14806,77,14,5229,0.35317,771,0.05207,2,0.026,0.4861,0.8701,no,,ai|automation,,0.076,0.736,0.9311,0.3934,2024,html_emphasis,77,14880,74,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm
Deere,DEERE & CO,DE,315189,0001104659-14-087794,2014-12-19,2014-10-31,2014,,AI Power Adopters,,3523,Farm Machinery & Equipment,36066900000,Revenues,61336400000,0,161,,-0.4035,,LOW_SENTENCE_COUNT,5344,32,0,0,0.0,0,0.0,,,,,,,,,,1.684,,,,html_emphasis,32,5373,29,https://www.sec.gov/Archives/edgar/data/315189/000110465914087794/a14-20671_110k.htm
Deere,DEERE & CO,DE,315189,0001047469-15-009300,2015-12-18,2015-10-31,2015,,AI Power Adopters,,3523,Farm Machinery & Equipment,28862800000,Revenues,57947600000,0,163,,-0.3949,,LOW_SENTENCE_COUNT,5349,31,0,0,0.0,0,0.0,,,,,,,,,,1.757,,,,html_emphasis,31,5360,11,https://www.sec.gov/Archives/edgar/data/315189/000104746915009300/a2226814z10-k.htm
Deere,DEERE & CO,DE,315189,0001047469-16-017244,2016-12-19,2016-10-31,2016,,AI Power Adopters,,3523,Farm Machinery & Equipment,26644000000,Revenues,57981400000,0,181,,-0.3904,,LOW_SENTENCE_COUNT,6080,34,0,0,0.0,0,0.0,,,,,,,,,,1.25,,,,html_emphasis,34,6091,11,https://www.sec.gov/Archives/edgar/data/315189/000104746916017244/a2230400z10-k.htm
Deere,DEERE & CO,DE,315189,0001047469-17-007719,2017-12-18,2017-10-29,2017,,AI Power Adopters,,3523,Farm Machinery & Equipment,29738000000,Revenues,65786300000,0,194,,-0.394,,LOW_SENTENCE_COUNT,6315,33,0,0,0.0,0,0.0,,,,,,,,,,1.362,,,,html_emphasis,33,6338,23,https://www.sec.gov/Archives/edgar/data/315189/000104746917007719/a2233505z10-k.htm
Deere,DEERE & CO,DE,315189,0001047469-18-007694,2018-12-17,2018-10-28,2018,,AI Power Adopters,,3523,Farm Machinery & Equipment,37358000000,Revenues,70108000000,0,192,,-0.3892,,LOW_SENTENCE_COUNT,6454,33,0,0,0.0,0,0.0,,,,,,,,,,1.658,,,,html_emphasis,33,6477,23,https://www.sec.gov/Archives/edgar/data/315189/000104746918007694/a2236950z10-k.htm
Deere,DEERE & CO,DE,315189,0001558370-19-011614,2019-12-19,2019-11-03,2019,,AI Power Adopters,,3523,Farm Machinery & Equipment,39258000000,Revenues,73011000000,0,212,,-0.3918,,LOW_SENTENCE_COUNT,6834,39,0,0,0.0,0,0.0,,,,,,,,,,1.507,,,,html_emphasis,39,6872,38,https://www.sec.gov/Archives/edgar/data/315189/000155837019011614/de-20191103x10k.htm
Deere,DEERE & CO,DE,315189,0001558370-20-014436,2020-12-17,2020-11-01,2020,,AI Power Adopters,,3523,Farm Machinery & Equipment,35540000000,Revenues,75091000000,1,242,0.0316,-0.4507,0.4824,LOW_SENTENCE_COUNT,8301,46,1,203,0.02445,22,0.00265,36,0.7826,0.7826,0.0,yes,,automation,yes,0.0,1.144,,,,html_emphasis,46,8342,41,https://www.sec.gov/Archives/edgar/data/315189/000155837020014436/de-20201101x10k.htm
Deere,DEERE & CO,DE,315189,0001558370-21-016864,2021-12-16,2021-10-31,2021,,AI Power Adopters,,3523,Farm Machinery & Equipment,44024000000,Revenues,84114000000,1,269,0.0316,-0.4339,0.4655,LOW_SENTENCE_COUNT,9531,44,1,203,0.0213,22,0.00231,37,0.8409,0.8409,0.0,yes,,automation,yes,0.0,0.713,0.9762,0.7611,2020,html_emphasis,44,9575,44,https://www.sec.gov/Archives/edgar/data/315189/000155837021016864/de-20211031x10k.htm
Deere,DEERE & CO,DE,315189,0001558370-22-018703,2022-12-15,2022-10-30,2022,,AI Power Adopters,,3523,Farm Machinery & Equipment,52577000000,Revenues,90030000000,1,283,0.0316,-0.4127,0.4444,LOW_SENTENCE_COUNT,9519,45,2,610,0.06408,22,0.00231,10,0.2222,0.2556,0.0667,yes,,automation,yes,0.492,0.63,0.7649,0.2185,2021,html_emphasis,45,9563,44,https://www.sec.gov/Archives/edgar/data/315189/000155837022018703/de-20221030x10k.htm
Deere,DEERE & CO,DE,315189,0001558370-23-019812,2023-12-15,2023-10-29,2023,,AI Power Adopters,,3523,Farm Machinery & Equipment,61251000000,Revenues,104087000000,3,302,-0.0097,-0.4055,0.3958,LOW_SENTENCE_COUNT,9315,43,1,289,0.03103,60,0.00644,10,0.2326,0.2326,0.0,yes,,automation|machine learning,,0.0,0.837,0.4282,0.0991,2022,html_emphasis,43,9362,47,https://www.sec.gov/Archives/edgar/data/315189/000155837023019812/de-20231029x10k.htm
Deere,DEERE & CO,DE,315189,0001558370-24-016169,2024-12-12,2024-10-27,2024,,AI Power Adopters,,3523,Farm Machinery & Equipment,51716000000,Revenues,107320000000,8,303,-0.2679,-0.4179,0.1499,,9896,40,2,587,0.05932,263,0.02658,17,0.425,0.55,0.25,no,,artificial intelligence|automation|machine learning,,0.0,0.616,0.7736,0.1271,2023,html_emphasis,40,9948,52,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm
Deere,DEERE & CO,DE,315189,0001104659-25-122321,2025-12-18,2025-11-02,2025,,AI Power Adopters,,3523,Farm Machinery & Equipment,45684000000,Revenues,105996000000,10,317,-0.2837,-0.363,0.0793,,10598,29,4,1747,0.16484,346,0.03265,15,0.5172,0.75,0.3793,no,,artificial intelligence|automation|large language models|machine learning,,0.0,0.802,0.8002,0.1461,2024,html_emphasis,29,10656,58,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/de-20251102x10k.htm
Dell,Dell Technologies Inc.,DELL,1571996,0001571996-23-000007,2023-03-30,2023-02-03,2023,AI-peripheral,,,3571,Electronic Computers,102301000000,Revenues,89611000000,1,326,0.2588,-0.3501,0.6088,LOW_SENTENCE_COUNT,11036,52,1,946,0.08572,31,0.00281,10,0.1923,0.1923,0.0,yes,,ai|artificial intelligence,,0.211,1.912,,,,html_emphasis,52,11089,53,https://www.sec.gov/Archives/edgar/data/1571996/000157199623000007/dell-20230203.htm
Dell,Dell Technologies Inc.,DELL,1571996,0001571996-24-000036,2024-03-25,2024-02-02,2024,AI-peripheral,,,3571,Electronic Computers,88425000000,Revenues,82089000000,8,358,-0.2914,-0.3069,0.0155,,12486,54,3,1072,0.08586,242,0.01938,4,0.0741,0.1049,0.0556,yes,,ai|generative ai,,0.0,1.618,0.6189,0.0,2023,html_emphasis,54,12554,68,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell,Dell Technologies Inc.,DELL,1571996,0001571996-25-000034,2025-03-25,2025-01-31,2025,AI-peripheral,,,3571,Electronic Computers,95567000000,Revenues,79746000000,19,338,-0.2394,-0.3346,0.0952,,12389,55,7,2829,0.22835,662,0.05343,3,0.0545,0.1247,0.1818,no,,ai|artificial intelligence|generative ai,,0.0,1.517,0.7933,0.1422,2024,html_emphasis,55,12392,3,https://www.sec.gov/Archives/edgar/data/1571996/000157199625000034/dell-20250131.htm
Dell,Dell Technologies Inc.,DELL,1571996,0001571996-26-000008,2026-03-16,2026-01-30,2026,AI-peripheral,,,3571,Electronic Computers,113538000000,Revenues,101286000000,21,342,-0.2159,-0.3274,0.1115,,12533,57,7,2834,0.22612,723,0.05769,3,0.0526,0.1178,0.1579,no,,ai|artificial intelligence,,0.0,1.564,0.9913,0.8267,2025,html_emphasis,57,12596,63,https://www.sec.gov/Archives/edgar/data/1571996/000157199626000008/dell-20260130.htm
EliLilly,ELI LILLY & Co,LLY,59478,0000059478-22-000068,2022-02-23,2021-12-31,2021,,AI Power Adopters,,2834,Pharmaceutical Preparations,28318400000,Revenues,48806000000,0,186,,-0.3774,,LOW_SENTENCE_COUNT,6554,37,0,0,0.0,0,0.0,,,,,,,,,,1.922,,,,html_emphasis,37,6564,10,https://www.sec.gov/Archives/edgar/data/59478/000005947822000068/lly-20211231.htm
EliLilly,ELI LILLY & Co,LLY,59478,0000059478-23-000082,2023-02-22,2022-12-31,2022,,AI Power Adopters,,2834,Pharmaceutical Preparations,28541400000,Revenues,49489800000,0,210,,-0.3577,,LOW_SENTENCE_COUNT,7831,38,0,0,0.0,0,0.0,,,,,,,,,,1.494,,,,html_emphasis,38,7841,10,https://www.sec.gov/Archives/edgar/data/59478/000005947823000082/lly-20221231.htm
EliLilly,ELI LILLY & Co,LLY,59478,0000059478-24-000065,2024-02-21,2023-12-31,2023,,AI Power Adopters,,2834,Pharmaceutical Preparations,34124100000,Revenues,64006300000,12,279,-0.4343,-0.3052,-0.1292,,10354,42,1,388,0.03747,326,0.03149,21,0.5,0.5,0.0,yes,,ai|artificial intelligence|generative ai,,0.0,1.024,,,,html_emphasis,42,10366,12,https://www.sec.gov/Archives/edgar/data/59478/000005947824000065/lly-20231231.htm
EliLilly,ELI LILLY & Co,LLY,59478,0000059478-25-000067,2025-02-19,2024-12-31,2024,,AI Power Adopters,,2834,Pharmaceutical Preparations,45043000000,Revenues,78714900000,14,311,-0.4927,-0.3122,-0.1806,,11197,40,2,917,0.0819,369,0.03296,21,0.525,0.6625,0.275,no,,ai|artificial intelligence,,0.218,1.036,0.7003,0.3368,2023,html_emphasis,40,11209,12,https://www.sec.gov/Archives/edgar/data/59478/000005947825000067/lly-20241231.htm
EliLilly,ELI LILLY & Co,LLY,59478,0000059478-26-000013,2026-02-12,2025-12-31,2025,,AI Power Adopters,,2834,Pharmaceutical Preparations,65179000000,Revenues,112476000000,18,338,-0.255,-0.3194,0.0644,,12457,42,3,1596,0.12812,528,0.04239,20,0.4762,0.5952,0.3333,no,,ai|artificial intelligence,,0.188,0.915,0.9189,0.4132,2024,html_emphasis,42,12469,12,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0001558370-20-001334,2020-02-25,2019-12-31,2019,AI-peripheral,,,3570,Computer & office Equipment,77147000000,Revenues,152186000000,2,141,-0.0118,-0.3222,0.3104,LOW_SENTENCE_COUNT,5167,31,3,1046,0.20244,101,0.01955,2,0.0645,0.129,0.1613,no,,artificial intelligence|automation,,0.0,1.2,,,,html_emphasis,31,5190,23,https://www.sec.gov/Archives/edgar/data/51143/000155837020001334/ibm-20191231x10k2af531.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0001558370-21-001489,2021-02-23,2020-12-31,2020,AI-peripheral,,,3570,Computer & office Equipment,73620000000,Revenues,155971000000,2,148,-0.0519,-0.3203,0.2683,LOW_SENTENCE_COUNT,5815,38,4,1298,0.22322,117,0.02012,3,0.0789,0.2697,0.5,no,,ai|artificial intelligence|automation,,0.077,1.187,0.9726,0.6098,2019,html_emphasis,38,5841,26,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0001558370-22-001584,2022-02-22,2021-12-31,2021,AI-peripheral,,,3570,Computer & office Equipment,57350000000,Revenues,132001000000,2,139,-0.0532,-0.3196,0.2664,LOW_SENTENCE_COUNT,5732,37,4,1356,0.23657,115,0.02006,3,0.0811,0.25,0.4595,no,,ai|artificial intelligence|automation,,0.074,1.186,0.992,0.7982,2020,html_emphasis,37,5758,26,https://www.sec.gov/Archives/edgar/data/51143/000155837022001584/ibm-20211231x10k.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0001558370-23-002376,2023-02-28,2022-12-31,2022,AI-peripheral,,,3570,Computer & office Equipment,60530000000,Revenues,127243000000,1,137,0.8106,-0.317,1.1276,LOW_SENTENCE_COUNT,5638,37,4,1338,0.23732,114,0.02022,3,0.0811,0.25,0.4595,no,,ai|artificial intelligence|automation,,0.0,1.029,0.9975,0.9625,2021,html_emphasis,37,5664,26,https://www.sec.gov/Archives/edgar/data/51143/000155837023002376/ibm-20221231x10k.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0000051143-24-000012,2024-02-26,2023-12-31,2023,AI-peripheral,,,3570,Computer & office Equipment,61860000000,Revenues,135241000000,3,172,-0.1743,-0.2447,0.0704,LOW_SENTENCE_COUNT,6651,38,5,1693,0.25455,147,0.0221,3,0.0789,0.2421,0.4474,no,,ai|automation|generative ai,,0.059,0.857,0.9777,0.696,2022,html_emphasis,38,6680,29,https://www.sec.gov/Archives/edgar/data/51143/000005114324000012/ibm-20231231.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0000051143-25-000015,2025-02-25,2024-12-31,2024,AI-peripheral,,,3570,Computer & office Equipment,62753000000,Revenues,137175000000,10,167,-0.0094,-0.2383,0.2289,,6862,37,8,3399,0.49534,425,0.06194,3,0.0811,0.348,0.8378,no,,ai|automation|generative ai,,0.5,0.772,0.9301,0.4992,2023,html_emphasis,37,6891,29,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/ibm-20241231.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,0000051143-26-000010,2026-02-24,2025-12-31,2025,AI-peripheral,,,3570,Computer & office Equipment,67535000000,Revenues,151880000000,9,164,0.0443,-0.2413,0.2856,,6879,39,8,3413,0.49615,346,0.0503,3,0.0769,0.3301,0.7949,no,,ai|automation,,0.498,0.77,0.9913,0.7409,2024,html_emphasis,39,6908,29,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-20-000148,2020-08-31,2020-07-31,2020,,AI Power Adopters,,7372,Services-Prepackaged Software,7679000000,RevenueFromContractWithCustomerExcludingAssessedTax,10931000000,0,392,,-0.3956,,LOW_SENTENCE_COUNT,14025,50,0,0,0.0,0,0.0,,,,,,,,,,2.189,,,,html_emphasis,50,14048,23,https://www.sec.gov/Archives/edgar/data/896878/000089687820000148/fy20q410-kdocument.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-21-000233,2021-09-08,2021-07-31,2021,,AI Power Adopters,,7372,Services-Prepackaged Software,9633000000,RevenueFromContractWithCustomerExcludingAssessedTax,15516000000,0,365,,-0.3955,,LOW_SENTENCE_COUNT,13097,50,0,0,0.0,0,0.0,,,,,,,,,,1.535,,,,html_emphasis,50,13117,20,https://www.sec.gov/Archives/edgar/data/896878/000089687821000233/intu-20210731.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-22-000028,2022-09-02,2022-07-31,2022,,AI Power Adopters,,7372,Services-Prepackaged Software,12726000000,RevenueFromContractWithCustomerExcludingAssessedTax,27734000000,5,359,0.1849,-0.4116,0.5965,,12932,47,5,2351,0.1818,223,0.01724,3,0.0638,0.3362,0.4043,no,,ai|artificial intelligence,,0.255,1.446,,,,html_emphasis,47,12952,20,https://www.sec.gov/Archives/edgar/data/896878/000089687822000028/intu-20220731.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-23-000034,2023-09-01,2023-07-31,2023,,AI Power Adopters,,7372,Services-Prepackaged Software,14368000000,RevenueFromContractWithCustomerExcludingAssessedTax,27780000000,21,359,-0.4388,-0.4007,-0.0382,,13571,47,11,4515,0.33269,642,0.04731,1,0.0213,0.2244,0.4468,no,,ai|artificial intelligence|automation|generative ai,,0.332,1.267,0.9604,0.3979,2022,html_emphasis,47,13591,20,https://www.sec.gov/Archives/edgar/data/896878/000089687823000034/intu-20230731.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-24-000039,2024-09-04,2024-07-31,2024,,AI Power Adopters,,7372,Services-Prepackaged Software,16285000000,RevenueFromContractWithCustomerExcludingAssessedTax,32132000000,28,382,-0.3926,-0.3722,-0.0204,,14691,49,13,5918,0.40283,798,0.05432,1,0.0204,0.2182,0.449,no,,ai|artificial intelligence|automated|automation|generative ai,,0.321,1.178,0.9801,0.5148,2023,html_emphasis,49,14713,22,https://www.sec.gov/Archives/edgar/data/896878/000089687824000039/intu-20240731.htm
Intuit,INTUIT INC.,INTU,896878,0000896878-25-000035,2025-09-03,2025-07-31,2025,,AI Power Adopters,,7372,Services-Prepackaged Software,18831000000,RevenueFromContractWithCustomerExcludingAssessedTax,36958000000,28,384,-0.3164,-0.371,0.0546,,14640,49,13,5871,0.40102,799,0.05458,1,0.0204,0.2182,0.449,no,,ai|artificial intelligence|automated|genai,,0.29,1.113,0.9936,0.7242,2024,html_emphasis,49,14662,22,https://www.sec.gov/Archives/edgar/data/896878/000089687825000035/intu-20250731.htm
JPMorgan,JPMORGAN CHASE & CO,JPM,19617,0001628280-26-008131,2026-02-13,2025-12-31,2025,,AI Power Adopters,,6021,National Commercial Banks,182447000000,Revenues,4424900000000,8,323,-0.6983,-0.5052,-0.1931,,16416,58,6,2856,0.17398,267,0.01626,27,0.4655,0.658,0.3276,no,,ai|artificial intelligence|automated|automation|generative ai,,0.0,0.67,,,,html_emphasis,58,16438,22,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0001564590-20-034944,2020-07-30,2020-06-30,2020,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,143015000000,RevenueFromContractWithCustomerExcludingAssessedTax,301311000000,11,392,-0.2272,-0.2865,0.0593,,10412,59,4,1329,0.12764,243,0.02334,4,0.0678,0.2669,0.3729,no,,ai|artificial intelligence,,0.075,1.69,,,,html_emphasis,59,10473,61,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0001564590-21-039151,2021-07-29,2021-06-30,2021,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,168088000000,RevenueFromContractWithCustomerExcludingAssessedTax,333779000000,11,410,-0.2622,-0.2845,0.0223,,10765,50,4,1412,0.13117,244,0.02267,4,0.08,0.31,0.38,no,,ai|artificial intelligence,,0.071,0.938,0.99,0.7896,2020,html_emphasis,50,10830,65,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0001564590-22-026876,2022-07-28,2022-06-30,2022,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,198270000000,RevenueFromContractWithCustomerExcludingAssessedTax,364840000000,11,410,-0.292,-0.282,-0.01,,10808,48,4,1631,0.15091,288,0.02665,4,0.0833,0.3021,0.3542,no,,ai|artificial intelligence,,0.184,0.833,0.9771,0.6997,2021,html_emphasis,48,10874,66,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0000950170-23-035122,2023-07-27,2023-06-30,2023,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,211915000000,RevenueFromContractWithCustomerExcludingAssessedTax,411976000000,27,386,-0.0546,-0.2923,0.2377,,10571,42,11,4753,0.44963,764,0.07227,3,0.0714,0.3355,0.5238,no,,ai|artificial intelligence|generative ai,,0.105,0.795,0.8632,0.1306,2022,html_emphasis,42,10634,63,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0000950170-24-087843,2024-07-30,2024-06-30,2024,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,245122000000,RevenueFromContractWithCustomerExcludingAssessedTax,512163000000,37,437,-0.0986,-0.253,0.1545,,12540,44,16,7303,0.58238,938,0.0748,3,0.0682,0.4375,0.8182,no,,ai|artificial intelligence|generative ai|machine learning,,0.438,0.766,0.9613,0.4291,2023,html_emphasis,44,12609,69,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0000950170-25-100235,2025-07-30,2025-06-30,2025,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,281724000000,RevenueFromContractWithCustomerExcludingAssessedTax,619003000000,44,414,-0.1838,-0.2391,0.0553,,11888,42,16,7247,0.60961,1084,0.09118,3,0.0714,0.4062,0.8095,no,,ai|artificial intelligence|generative ai|machine learning,,0.483,0.883,0.9898,0.6256,2024,html_emphasis,42,11957,69,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm
Microsoft,MICROSOFT CORP,MSFT,789019,0001193125-26-323660,2026-07-29,2026-06-30,2026,AI-core,AI Infrastructure,Hyperscaler/Platform,7372,Services-Prepackaged Software,331839000000,RevenueFromContractWithCustomerExcludingAssessedTax,758376000000,65,433,-0.1613,-0.2695,0.1082,,13272,45,24,9880,0.74442,1859,0.14007,3,0.0667,0.3944,0.8222,no,,ai|artificial intelligence|automate|automated|machine learning,,0.294,0.633,0.9861,0.5252,2025,html_emphasis,45,13345,73,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm
Meta,"Meta Platforms, Inc.",META,1326801,0001326801-25-000017,2025-01-30,2024-12-31,2024,,AI Infrastructure,Hyperscaler/Platform,7370,"Services-Computer Programming, Data Processing, Etc.",164501000000,RevenueFromContractWithCustomerExcludingAssessedTax,276054000000,29,759,0.0135,-0.286,0.2995,,35389,92,20,18154,0.51298,1057,0.02987,4,0.0435,0.3239,0.8478,no,,ai|artificial intelligence|automation|generative ai|machine learning,,0.424,0.986,,,,html_emphasis,92,35402,13,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm
Meta,"Meta Platforms, Inc.",META,1326801,0001628280-26-003942,2026-01-29,2025-12-31,2025,,AI Infrastructure,Hyperscaler/Platform,7370,"Services-Computer Programming, Data Processing, Etc.",200966000000,RevenueFromContractWithCustomerExcludingAssessedTax,366021000000,45,795,-0.0327,-0.2747,0.242,,37210,94,27,22391,0.60175,1828,0.04913,4,0.0426,0.3948,0.8617,no,,ai|artificial intelligence|automation|generative ai|machine learning,,0.496,1.078,0.9936,0.7275,2024,html_emphasis,94,37367,157,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-21-000010,2021-02-26,2021-01-31,2021,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,16675000000,RevenueFromContractWithCustomerExcludingAssessedTax,28791000000,1,315,-0.8777,-0.3512,-0.5265,LOW_SENTENCE_COUNT,11049,32,1,560,0.05068,48,0.00434,21,0.6562,0.6562,0.0,yes,,ai,,1.607,1.611,,,,html_emphasis,32,11099,50,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-22-000036,2022-03-18,2022-01-30,2022,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,26914000000,RevenueFromContractWithCustomerExcludingAssessedTax,44187000000,9,316,-0.5334,-0.4108,-0.1225,,11649,37,3,1904,0.16345,249,0.02138,21,0.5676,0.6126,0.1081,yes,,ai,,0.368,1.313,0.7866,0.1152,2021,html_emphasis,37,11699,50,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-23-000017,2023-02-24,2023-01-29,2023,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,26974000000,Revenues,41182000000,20,373,-0.4192,-0.4715,0.0522,,13827,53,7,5534,0.40023,588,0.04253,12,0.2264,0.4555,0.4906,no,,ai|artificial intelligence|large language models|machine learning,,0.307,1.186,0.8951,0.2111,2022,html_emphasis,53,13892,65,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-24-000029,2024-02-21,2024-01-28,2024,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,60922000000,Revenues,65728000000,35,463,-0.3263,-0.4066,0.0804,,17230,53,9,9534,0.55334,1148,0.06663,12,0.2264,0.4235,0.4528,no,,ai|artificial intelligence|automated|generative ai|llms|machine learning,,0.262,1.01,0.9788,0.3938,2023,html_emphasis,53,17295,65,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm
