company,ticker,filing_date,10k_doc_id,n_ai_sentences,ai_tone,n_other_sentences,other_tone,within_doc_distance,flag
"Salesforce, Inc.",CRM,2021-03-17,cea46a42d801462a,7,-0.3223,550,-0.386,0.0637,
"Salesforce, Inc.",CRM,2022-03-11,cad95c023124c788,8,-0.1688,520,-0.3624,0.1936,
"Salesforce, Inc.",CRM,2023-03-08,625e5e3c50c1cd6b,12,-0.1322,518,-0.3643,0.2321,
"Salesforce, Inc.",CRM,2024-03-06,8dbfd3088f65cb50,23,-0.1372,552,-0.3142,0.177,
"Salesforce, Inc.",CRM,2025-03-05,44a426a669eb0ab2,29,-0.1425,521,-0.3285,0.186,
"Salesforce, Inc.",CRM,2026-03-02,0da1bd22b917639a,43,-0.223,504,-0.3267,0.1037,
"ServiceNow, Inc.",NOW,2023-01-31,273efa6f895bb9d1,5,0.1307,348,-0.3947,0.5254,
"ServiceNow, Inc.",NOW,2024-01-25,3571676eec3ee48e,5,-0.0831,387,-0.3683,0.2852,
"ServiceNow, Inc.",NOW,2025-01-30,55edfcd230b02d95,20,-0.0514,401,-0.3351,0.2836,
"ServiceNow, Inc.",NOW,2026-01-29,c1b4bbd4ca3b3152,24,-0.1151,420,-0.3135,0.1983,
"Tesla, Inc.",TSLA,2019-02-19,1b312c08c300783b,0,,920,-0.0435,,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2020-02-13,2ed3dbaa1f1092a7,0,,747,-0.1293,,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2021-02-08,75cada3e6e12f9ff,0,,409,-0.2756,,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2022-02-07,d80b50a55bd7103e,0,,402,-0.3057,,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2023-01-31,e5f156af0583337f,1,-0.6691,380,-0.3194,-0.3498,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2024-01-29,45742f69bfc0fd46,1,-0.6691,377,-0.2879,-0.3812,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2025-01-30,a992cb3beb469a49,3,-0.487,374,-0.2927,-0.1943,LOW_SENTENCE_COUNT
"Tesla, Inc.",TSLA,2026-01-29,c09868068083a96f,8,-0.1795,388,-0.2834,0.1039,
UNITEDHEALTH GROUP INC,UNH,2009-02-11,4f0366f99eacbd89,0,,277,-0.2277,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2010-02-10,8565ab72d8e1c522,0,,268,-0.2241,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2011-02-10,6ded56e31048bfa5,0,,297,-0.2329,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2012-02-09,b667425162f4326a,0,,322,-0.2389,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2013-02-07,a2e353d7939f426c,0,,297,-0.2569,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2014-02-12,0c640e94e352781e,0,,293,-0.3105,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2015-02-10,5bcf9e02b74c4da4,0,,278,-0.3045,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2016-02-09,7c935f934eb6e00e,0,,269,-0.305,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2017-02-08,40424a039ea41040,0,,274,-0.3011,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2018-02-13,d3dccb6f77779d08,0,,267,-0.3047,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2019-02-12,31c728adb38b787e,0,,274,-0.3041,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2020-02-14,abfa17681276a988,0,,269,-0.3125,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2021-03-01,c665ca8385b7b6a3,0,,294,-0.3269,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2022-02-15,992fd9e0659e6ca0,0,,298,-0.3526,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2023-02-24,0414baf114893058,0,,284,-0.3414,,LOW_SENTENCE_COUNT
UNITEDHEALTH GROUP INC,UNH,2024-02-28,6842510136eff187,8,0.2572,301,-0.2952,0.5524,
UNITEDHEALTH GROUP INC,UNH,2025-02-27,1ac8ca21fdfea273,7,0.4345,296,-0.2984,0.7329,
UNITEDHEALTH GROUP INC,UNH,2026-03-02,cf5a5fc57279fcef,11,-0.0521,307,-0.2911,0.2389,
"Uber Technologies, Inc",UBER,2021-03-01,6c0def87bc64711a,4,-0.7582,985,-0.3298,-0.4284,LOW_SENTENCE_COUNT
"Uber Technologies, Inc",UBER,2022-02-24,2ace02b679d82885,4,-0.758,951,-0.3364,-0.4216,LOW_SENTENCE_COUNT
"Uber Technologies, Inc",UBER,2023-02-21,b45d1de4ab3decee,4,-0.758,928,-0.3319,-0.4261,LOW_SENTENCE_COUNT
"Uber Technologies, Inc",UBER,2024-02-15,1a49237b0a9f7c6b,11,-0.4076,969,-0.3283,-0.0793,
"Uber Technologies, Inc",UBER,2025-02-14,7af0b902ae53972a,12,-0.3853,961,-0.3288,-0.0564,
"Uber Technologies, Inc",UBER,2026-02-13,2ca7d72dbe733244,14,-0.3767,957,-0.334,-0.0427,
VERIZON COMMUNICATIONS INC,VZ,2006-03-14,f16e97d8ca808067,0,,45,-0.0505,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2007-03-01,219a27ed929726c9,0,,82,-0.178,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2008-02-28,3e9edafb73f53ce7,0,,84,-0.1976,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2009-02-24,f818df71c2507c6d,0,,126,-0.2382,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2010-02-26,2b50ef437a157f9b,0,,124,-0.2299,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2011-02-28,a780b923074a04e5,0,,124,-0.2913,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2012-02-24,7f60ebd114cfdca3,0,,130,-0.3292,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2013-02-26,f54f0e7997667ffb,0,,120,-0.3803,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2014-02-27,5ba19000ee18741e,0,,134,-0.3666,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2015-02-23,d9790ba694b52554,0,,130,-0.3537,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2017-02-21,e1b27dbdafdd6683,0,,121,-0.3707,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2018-02-23,439f0bacd91545fd,0,,119,-0.3897,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2019-02-15,1f1e296ae3f807ea,0,,128,-0.3945,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2020-02-21,f9bf0a2715c4fa15,0,,127,-0.3861,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2021-02-25,9e2d3ec70b034643,0,,130,-0.3855,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2022-02-11,aae5742f3fa9d1df,0,,131,-0.3728,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2023-02-10,0810963a569549a0,0,,140,-0.3676,,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2024-02-09,f4d80fb5d448a24f,1,0.1114,200,-0.2699,0.3813,LOW_SENTENCE_COUNT
VERIZON COMMUNICATIONS INC,VZ,2025-02-12,9057dd0f5373d822,6,0.1049,224,-0.3032,0.4081,
VERIZON COMMUNICATIONS INC,VZ,2026-02-17,a67507c1cc838f53,8,0.1873,235,-0.2846,0.4719,
Walmart Inc.,WMT,2024-03-15,bed11b5e5b5997dd,0,,304,-0.266,,LOW_SENTENCE_COUNT
Walmart Inc.,WMT,2025-03-14,d85d899971574264,3,-0.4705,336,-0.3065,-0.164,LOW_SENTENCE_COUNT
Walmart Inc.,WMT,2026-03-13,2bd580bbecd0da0c,8,0.1147,317,-0.2985,0.4132,
